ID,X,Y,Cover1857,Cover1930,Cover1987
24604033,454293.4028,668835.2984,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604034,455098.316,668819.9961,Boreal Conifer-Hardwood,Ag-Grassland,Upland Shrub-Herb
24604041,453502.2,669705.1718,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604042,452693.3195,669727.0296,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604043,452683.95,668865.1966,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604044,453489.1518,668851.3362,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604051,451889.8114,669748.4803,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24604052,451087.5008,669758.974,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604053,451073.0296,668882.4685,Pine Species,Ag-Grassland,Ag-Grassland
24604054,451878.8366,668874.3362,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604061,450283.5399,669769.1545,Boreal Conifer-Hardwood,Aspen-Paper Birch,Other or No Data
24604062,449482.6233,669779.0316,Aspen-Paper Birch,Ag-Grassland,Upland Shrub-Herb
24604063,449469.5057,668900.8234,Pine Species,Ag-Grassland,Ag-Grassland
24604064,450267.3338,668891.281,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24604071,450255.4656,668087.4208,Boreal Conifer-Hardwood,Ag-Grassland,Upland Shrub-Herb
24604072,449458.9,668095.9464,Pine Species,Ag-Grassland,Ag-Grassland
24604073,449449.7413,667292.7665,Lowland Forest,Ag-Grassland,Ag-Grassland
24604074,450247.0194,667284.9905,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604081,451869.5918,668069.9816,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604082,451061.7654,668078.3505,Pine Species,Ag-Grassland,Boreal Conifer-Hardwood
24604083,451053.4963,667274.4301,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604084,451861.4192,667264.1345,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24604091,453478.3155,668046.8012,Boreal Conifer-Hardwood,Aspen-Paper Birch,Ag-Grassland
24604092,452674.9115,668059.622,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24604093,452667.5044,667253.6989,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24604094,453471.398,667242.0333,Lowland Forest,Aspen-Paper Birch,Upland Shrub-Herb
24604101,455092.9374,668019.8636,Boreal Conifer-Hardwood,Ag-Grassland,Upland Shrub-Herb
24604102,454284.2247,668033.4422,Boreal Conifer-Hardwood,Aspen-Paper Birch,Upland Shrub-Herb
24604103,454276.9352,667231.7232,Boreal Conifer-Hardwood,Aspen-Paper Birch,Upland Shrub-Herb
24604104,455084.2609,667222.0701,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24604111,456706.4494,667995.7358,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604112,455900.9858,668007.6408,Boreal Conifer-Hardwood,Aspen-Paper Birch,Other or No Data
24604113,455889.4702,667210.6315,Boreal Conifer-Hardwood,Aspen-Paper Birch,Other or No Data
24604114,456691.1874,667196.5582,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604121,458298.3571,667988.0903,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604122,457505.9533,667988.6177,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604123,457491.8658,667186.2848,Northern Hardwood,Ag-Grassland,Pine Species
24604124,458292.3703,667181.2993,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604131,458283.3735,666376.8922,Pine Species,Ag-Grassland,Pine Species
24604132,457479.8997,666386.8641,Lowland Forest,Aspen-Paper Birch,Other or No Data
24604133,457469.2963,665588.3121,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604134,458273.573,665573.7788,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604141,456677.0572,666398.2437,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604142,455876.7473,666411.882,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604143,455863.2503,665611.9269,Pine Species,Ag-Grassland,Upland Shrub-Herb
24604144,456665.2723,665601.2919,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604151,455073.8271,666422.8114,Boreal Conifer-Hardwood,Aspen-Paper Birch,Upland Shrub-Herb
24604152,454267.4428,666430.9103,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24604153,454255.5464,665630.7723,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24604154,455060.2522,665621.9523,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604161,453463.204,666439.6871,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24604162,452660.6836,666449.2184,Boreal Conifer-Hardwood,Aspen-Paper Birch,Other or No Data
24604163,452654.4415,665645.2355,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604164,453453.1743,665638.1479,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24604171,451855.5087,666458.856,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604172,451046.4597,666468.9755,Aspen-Paper Birch,Aspen-Paper Birch,Upland Shrub-Herb
24604173,451042.2268,665661.8063,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604174,451850.4005,665653.2164,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604181,450239.7229,666479.2482,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604182,449443.6554,666486.5381,Lowland Forest,Ag-Grassland,Ag-Grassland
24604183,449438.3661,665677.9115,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604184,450235.9505,665670.5533,Lowland Forest,Ag-Grassland,Ag-Grassland
24604191,450228.6286,664865.4333,Lowland Forest,Ag-Grassland,Ag-Grassland
24604192,449429.7702,664873.1099,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604193,449416.3286,664071.6256,Lowland Forest,Ag-Grassland,Ag-Grassland
24604194,450218.7355,664062.3017,Pine Species,Ag-Grassland,Ag-Grassland
24604201,451843.8028,664849.3015,Pine Species,Ag-Grassland,Upland Shrub-Herb
24604202,451034.9517,664856.7198,Pine Species,Ag-Grassland,Ag-Grassland
24604203,451025.5411,664054.2982,Pine Species,Ag-Grassland,Ag-Grassland
24604204,451834.8318,664047.5598,Lowland Forest,Ag-Grassland,Ag-Grassland
24604211,453442.1249,664837.6725,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604212,452646.1749,664842.5974,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604213,452637.5963,664040.9288,Lowland Forest,Ag-Grassland,Ag-Grassland
24604214,453430.9043,664035.8063,Lowland Forest,Ag-Grassland,Upland Shrub-Herb
24604221,455048.2954,664819.489,Pine Species,Aspen-Paper Birch,Marsh-Bog
24604222,454242.6428,664829.3441,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604223,454231.4002,664029.4097,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604224,455037.6372,664016.3405,Pine Species,Ag-Grassland,Ag-Grassland
24604231,456655.9959,664799.787,Boreal Conifer-Hardwood,Aspen-Paper Birch,Other or No Data
24604232,455852.2668,664809.3532,Pine Species,Aspen-Paper Birch,Ag-Grassland
24604233,455842.7044,664004.5622,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604234,456649.0575,663994.1955,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604241,458264.448,664770.2622,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604242,457459.8382,664786.6648,Pine Species,Other or No Data,Aspen-Paper Birch
24604243,457453.3888,663981.1371,Pine Species,Other or No Data,Upland Shrub-Herb
24604244,458256.2665,663965.5377,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604251,458252.7856,663166.0358,Pine Species,Aspen-Paper Birch,Ag-Grassland
24604252,457453.8993,663179.1766,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604253,457461.86,662380.0889,Hemlock-Yellow Birch,Ag-Grassland,Upland Shrub-Herb
24604254,458254.008,662370.9796,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24604261,456648.3839,663189.0935,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24604262,455836.8125,663197.3607,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24604263,455834.6415,662388.001,Lowland Forest,Ag-Grassland,Ag-Grassland
24604264,456655.2723,662385.3285,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24604271,455029.0226,663208.7447,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604272,454225.428,663221.2739,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604273,454221.9091,662406.4488,Boreal Conifer-Hardwood,Ag-Grassland,Upland Shrub-Herb
24604274,455023.9581,662396.2705,Lowland Forest,Ag-Grassland,Ag-Grassland
24604281,453427.1563,663230.0046,Lowland Forest,Ag-Grassland,Ag-Grassland
24604282,452631.5846,663238.0286,Lowland Forest,Ag-Grassland,Upland Shrub-Herb
24604283,452629.3867,662434.5841,Pine Species,Ag-Grassland,Ag-Grassland
24604284,453424.0345,662418.9196,Pine Species,Ag-Grassland,Ag-Grassland
24604291,451828.8452,663245.5109,Lowland Forest,Ag-Grassland,Ag-Grassland
24604292,451019.4363,663249.9385,Pine Species,Ag-Grassland,Ag-Grassland
24604293,451017.3053,662444.0028,Lowland Forest,Ag-Grassland,Ag-Grassland
24604294,451826.2668,662443.4331,Lowland Forest,Ag-Grassland,Ag-Grassland
24604301,450213.0502,663257.3465,Pine Species,Ag-Grassland,Ag-Grassland
24604302,449405.9767,663267.7576,Lowland Forest,Ag-Grassland,Ag-Grassland
24604303,449400.0702,662461.5473,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604304,450211.1054,662450.0344,Pine Species,Ag-Grassland,Ag-Grassland
24604311,450213.9963,661649.3509,Lowland Forest,Ag-Grassland,Ag-Grassland
24604312,449396.3107,661661.3617,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604313,449394.3608,660869.3403,Northern Hardwood,Ag-Grassland,Ag-Grassland
24604314,450221.304,660855.4247,Hemlock-Yellow Birch,Ag-Grassland,Upland Shrub-Herb
24604321,451827.0958,661640.6838,Lowland Forest,Ag-Grassland,Upland Shrub-Herb
24604322,451020.109,661642.3535,Lowland Forest,Ag-Grassland,Ag-Grassland
24604323,451025.7486,660844.9275,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604324,451830.0259,660837.2744,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604331,453427.6562,661608.9815,Pine Species,Ag-Grassland,Ag-Grassland
24604332,452628.9764,661628.831,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604333,452632.7495,660822.2065,Northern Hardwood,Ag-Grassland,Ag-Grassland
24604334,453436.4086,660802.5202,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604341,455028.7135,661587.4385,Pine Species,Ag-Grassland,Ag-Grassland
24604342,454227.2969,661595.9476,Lowland Forest,Ag-Grassland,Upland Shrub-Herb
24604343,454239.8876,660789.295,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24604344,455043.0629,660782.7845,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604351,456659.3422,661582.9031,Hemlock-Yellow Birch,Ag-Grassland,Upland Shrub-Herb
24604352,455839.8781,661583.242,Lowland Forest,Ag-Grassland,Ag-Grassland
24604353,455850.1097,660780.0321,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604354,456659.8132,660778.6596,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604361,458257.4287,661572.3948,Pine Species,Ag-Grassland,Ag-Grassland
24604362,457464.319,661578.2428,Hemlock-Yellow Birch,Ag-Grassland,Upland Shrub-Herb
24604363,457461.7054,660775.297,Aspen-Paper Birch,Ag-Grassland,Upland Shrub-Herb
24604364,458259.0125,660774.5299,Lowland Forest,Ag-Grassland,Upland Shrub-Herb
24605011,448681.4096,669785.2073,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24605012,447878.8291,669792.6801,Pine Species,Ag-Grassland,Ag-Grassland
24605013,447871.607,668913.8237,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605014,448672.7873,668907.9384,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605021,447074.0623,669799.3885,Pine Species,Ag-Grassland,Ag-Grassland
24605023,446261.3995,668917.0635,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24605024,447067.891,668917.0053,Pine Species,Aspen-Paper Birch,Ag-Grassland
24605031,445464.8243,669813.329,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24605032,444662.2666,669818.0042,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605033,444655.3372,668921.7872,Hemlock-Yellow Birch,Northern Hardwood,Boreal Conifer-Hardwood
24605034,445457.5269,668918.6039,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605041,443860.983,669825.4311,Hemlock-Yellow Birch,Ag-Grassland,Northern Hardwood
24605042,443060.5342,669834.6,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24605043,443051.5075,668933.9763,Pine Species,Aspen-Paper Birch,Ag-Grassland
24605044,443853.2467,668926.3938,Pine Species,Northern Hardwood,Northern Hardwood
24605051,442257.8503,669842.343,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24605052,441456.8498,669848.143,Pine Species,Ag-Grassland,Ag-Grassland
24605053,441445.492,668935.6212,Pine Species,Ag-Grassland,Ag-Grassland
24605054,442248.3318,668937.1641,Pine Species,Aspen-Paper Birch,Ag-Grassland
24605061,440654.3786,669853.926,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24605062,439813.565,669860.2778,Pine Species,Ag-Grassland,Ag-Grassland
24605063,439808.3595,668935.819,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24605064,440641.6232,668935.2656,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605071,440630.7612,668130.3085,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24605072,439801.2292,668130.6585,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24605073,439791.7799,667325.9827,Northern Hardwood,Ag-Grassland,Ag-Grassland
24605074,440620.176,667324.1337,Lowland Forest,Ag-Grassland,Ag-Grassland
24605081,442240.8495,668133.3467,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24605082,441435.2823,668130.7252,Pine Species,Ag-Grassland,Upland Shrub-Herb
24605083,441426.5648,667325.9309,Aspen-Paper Birch,Ag-Grassland,Aspen-Paper Birch
24605084,442235.0066,667330.6823,Pine Species,Ag-Grassland,Aspen-Paper Birch
24605091,443846.6339,668123.7164,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24605092,443044.396,668131.0017,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24605093,443039.7667,667328.3199,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605094,443839.0799,667321.4245,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605101,445450.5382,668114.9302,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605102,444648.5857,668118.2648,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605103,444640.7292,667316.4531,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605104,445443.6986,667312.3,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605111,447061.3916,668110.8323,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605112,446254.9994,668112.4834,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605113,446248.2639,667307.5742,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605114,447054.4408,667302.851,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605121,448664.3312,668102.6579,Pine Species,Ag-Grassland,Ag-Grassland
24605122,447864.21,668107.5396,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605123,447857.1163,667298.1575,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24605124,448655.5951,667295.5843,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24605131,448649.8801,666489.2168,Lowland Forest,Aspen-Paper Birch,Northern Hardwood
24605132,447850.4146,666491.7541,Pine Species,Aspen-Paper Birch,Northern Hardwood
24605133,447845.8222,665688.396,Pine Species,Aspen-Paper Birch,Ag-Grassland
24605134,448644.2918,665683.6077,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605141,447048.1235,666497.3756,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24605142,446241.705,666504.0029,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605143,446235.4932,665702.243,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605144,447042.9301,665694.8289,Pine Species,Aspen-Paper Birch,Ag-Grassland
24605151,445436.2498,666509.8811,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605152,444632.2057,666514.4704,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605153,444622.528,665712.7799,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24605154,445428.9424,665708.1474,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24605161,443830.9223,666519.5971,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605162,443031.5536,666526.4392,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605163,443022.6385,665724.5465,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24605164,443819.851,665717.1955,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24605171,442227.4003,666529.4331,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24605172,441416.3834,666525.5314,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605173,441404.0993,665729.291,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24605174,442216.6957,665729.2771,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24605181,440608.2914,666523.7414,Boreal Conifer-Hardwood,Aspen-Paper Birch,Ag-Grassland
24605182,439778.288,666524.373,Boreal Conifer-Hardwood,Aspen-Paper Birch,Ag-Grassland
24605183,439762.8104,665726.5106,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605184,440594.6776,665728.8349,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24605191,440582.0249,664930.7394,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605192,439749.6837,664928.2999,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605193,439738.6731,664128.6745,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605194,440568.7371,664129.6275,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605201,442204.908,664928.7949,Lowland Forest,Ag-Grassland,Ag-Grassland
24605202,441390.8606,664930.7396,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24605203,441377.3146,664131.553,Northern Hardwood,Aspen-Paper Birch,Ag-Grassland
24605204,442192.4122,664129.6252,Lowland Forest,Ag-Grassland,Ag-Grassland
24605211,443812.546,664912.1686,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24605212,443011.2855,664921.682,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24605213,443000.1518,664120.9961,Northern Hardwood,Aspen-Paper Birch,Ag-Grassland
24605214,443804.3004,664107.4456,Northern Hardwood,Aspen-Paper Birch,Ag-Grassland
24605221,445420.1049,664905.7767,Hemlock-Yellow Birch,Aspen-Paper Birch,Northern Hardwood
24605222,444614.4802,664908.6998,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605223,444607.1059,664100.5439,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605224,445410.9167,664101.8689,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605231,447032.5869,664894.1125,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605232,446226.6996,664901.0859,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605233,446214.8028,664100.1881,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605234,447018.1137,664094.8724,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605241,448633.3773,664880.517,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24605242,447835.0781,664886.7806,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605243,447818.8167,664087.7885,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605244,448616.543,664080.7693,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605251,448601.7238,663276.7676,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605252,447802.2847,663282.2707,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605253,447786.8769,662470.8877,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605254,448589.5303,662469.0148,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605261,447002.4896,663289.2125,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24605262,446201.3249,663295.6235,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605263,446184.4983,662487.4532,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605264,446985.512,662477.273,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605271,445399.1461,663297.6688,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605272,444596.5308,663295.7208,Hemlock-Yellow Birch,Northern Hardwood,Upland Shrub-Herb
24605273,444583.2473,662492.6826,Hemlock-Yellow Birch,Northern Hardwood,Northern Hardwood
24605274,445383.47,662492.4072,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605281,443792.858,663303.6907,Northern Hardwood,Aspen-Paper Birch,Ag-Grassland
24605282,442989.0698,663320.513,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605283,442977.1498,662520.5847,Hemlock-Yellow Birch,Aspen-Paper Birch,Northern Hardwood
24605284,443780.7765,662502.1102,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605291,442178.6301,663329.9616,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605292,441365.9699,663331.1529,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605293,441353.3817,662530.1896,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605294,442167.7559,662530.6124,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605301,440556.5181,663329.7079,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605302,439727.5246,663330.479,Lowland Forest,Ag-Grassland,Ag-Grassland
24605303,439717.0626,662534.0939,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605304,440544.4852,662531.1067,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605311,440537.4651,661727.4197,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605312,439708.7276,661731.9337,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605313,439702.9599,660925.5806,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605314,440535.1173,660918.6312,Hemlock-Yellow Birch,Ag-Grassland,Upland Shrub-Herb
24605321,442156.1544,661725.9231,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605322,441345.3099,661725.7734,Boreal Conifer-Hardwood,Ag-Grassland,Aspen-Paper Birch
24605323,441339.8507,660914.8407,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605324,442144.5682,660912.8924,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605331,443767.3746,661704.5929,Hemlock-Yellow Birch,Aspen-Paper Birch,Northern Hardwood
24605332,442962.593,661717.7969,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24605333,442948.6581,660911.073,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605334,443754.6103,660910.7645,Hemlock-Yellow Birch,Northern Hardwood,Northern Hardwood
24605341,445372.0201,661693.9002,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605342,444570.9799,661696.467,Hemlock-Yellow Birch,Northern Hardwood,Upland Shrub-Herb
24605343,444560.4709,660907.8461,Hemlock-Yellow Birch,Northern Hardwood,Upland Shrub-Herb
24605344,445363.6525,660902.9118,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605351,446970.8996,661676.716,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605352,446172.7969,661687.1874,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605353,446166.7821,660894.6765,Hemlock-Yellow Birch,Ag-Grassland,Ag-Grassland
24605354,446966.3958,660882.5092,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24605361,448579.4001,661670.1984,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605362,447773.1165,661668.9568,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24605363,447767.5543,660880.1683,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24605364,448569.9433,660879.178,Pine Species,Ag-Grassland,Ag-Grassland
24606011,438975.0749,669870.3042,Pine Species,Aspen-Paper Birch,Ag-Grassland
24606013,438163.7393,668978.4354,Pine Species,Ag-Grassland,Ag-Grassland
24606014,438973.0113,668949.1373,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24606023,436553.5451,668996.0879,Pine Species,Ag-Grassland,Ag-Grassland
24606024,437357.6334,668994.5704,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24606101,435744.3662,668202.6506,Pine Species,Aspen-Paper Birch,Ag-Grassland
24606103,434933.0595,667414.3702,Northern Hardwood,Ag-Grassland,Ag-Grassland
24606104,435733.1208,667399.4988,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24606111,437352.1999,668187.8035,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24606112,436548.0948,668191.3291,Pine Species,Aspen-Paper Birch,Ag-Grassland
24606113,436538.4299,667387.3412,Hemlock-Yellow Birch,Aspen-Paper Birch,Ag-Grassland
24606114,437347.6951,667379.8692,Aspen-Paper Birch,Aspen-Paper Birch,Upland Shrub-Herb
24606121,438968.4645,668145.1531,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24606122,438158.9641,668172.8881,Boreal Conifer-Hardwood,Ag-Grassland,Ag-Grassland
24606123,438155.5431,667362.5348,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
